Session_ID,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
104417,0,0.0,0,0.0,13,151.0,0.007692308,0.023076923,0.0,1.0,May,1,1,1.0,1.0,Returning_Visitor,True,False
102559,4,126.0,0,0.0,22,633.9857143,0.004166667,0.021296296,0.0,0.0,May,3,2,4.0,2.0,Returning_Visitor,False,False
110628,0,0.0,0,0.0,7,58.5,0.0,0.057142857,0.0,0.0,Nov,2,6,9.0,2.0,Returning_Visitor,False,False
107734,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Sep,1,1,2.0,2.0,Returning_Visitor,False,False
108613,6,101.625,0,0.0,140,7097.582291,0.003448276,0.009952433,21.88856759,0.0,Nov,2,2,3.0,13.0,Returning_Visitor,False,True
102117,0,0.0,0,0.0,8,227.0,0.025,0.05,0.0,0.0,May,3,2,6.0,13.0,Returning_Visitor,False,False
110275,6,446.2380952,3,94.0,23,866.7071429,0.007142857,0.020522573,6.786958937,0.0,Nov,3,2,1.0,2.0,Returning_Visitor,True,False
108748,6,143.5142857,0,0.0,31,1359.957586,0.001612903,0.003655914,32.88667049,0.0,Dec,2,2,,2.0,Returning_Visitor,False,False
104208,6,162.5,0,0.0,39,1634.095238,0.0,0.011111111,8.604391304,0.0,May,3,3,5.0,2.0,Returning_Visitor,False,False
101932,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,2,5,1.0,3.0,Returning_Visitor,False,False
105002,1,7.0,0,0.0,15,421.5,0.0,0.033333333,0.0,0.6,May,3,2,1.0,3.0,Returning_Visitor,False,False
100872,5,179.5,0,0.0,36,1792.8,0.0,0.004390244,0.0,0.0,Mar,2,2,3.0,10.0,Returning_Visitor,False,False
111680,2,27.25,0,0.0,9,219.25,0.0,0.033333333,75.50833257,0.0,Dec,2,2,7.0,2.0,Returning_Visitor,False,True
108488,6,513.8333333,0,0.0,33,2690.333333,0.0,0.01754386,30.21878011,0.0,Nov,2,4,1.0,2.0,Returning_Visitor,False,True
112015,0,0.0,1,12.0,22,1668.95,0.0,0.00952381,12.18867006,0.0,Dec,2,2,1.0,2.0,New_Visitor,True,True
110868,0,0.0,1,3.0,39,1174.666667,0.01,0.040833333,0.0,0.0,Nov,2,2,1.0,,Returning_Visitor,False,False
105816,16,391.6833333,0,0.0,24,443.75,0.0,0.006451613,0.0,0.0,Aug,2,10,7.0,3.0,Returning_Visitor,False,False
111775,4,52.25,0,0.0,3,28.0,0.0,0.025,0.0,0.0,Nov,2,2,1.0,6.0,New_Visitor,False,False
109421,0,0.0,0,0.0,37,2323.166667,0.010810811,0.018198198,0.0,0.0,Nov,1,2,4.0,2.0,Returning_Visitor,False,False
110858,2,16.0,0,0.0,42,1743.517857,0.0,0.012804878,0.0,0.0,Nov,2,2,1.0,2.0,Returning_Visitor,False,False
109721,17,323.3636364,0,0.0,45,1534.825143,0.002678571,0.020699598,7.180348301,0.0,Nov,1,1,3.0,10.0,Returning_Visitor,False,True
103724,0,0.0,0,0.0,9,71.75,0.0,0.055555556,0.0,1.0,May,2,4,2.0,,Returning_Visitor,True,False
111371,1,20.0,0,0.0,18,375.5547619,0.0,0.0125,32.3171163,0.0,Nov,2,2,5.0,3.0,Returning_Visitor,False,True
105671,1,15.2,0,0.0,6,199.6,0.0,0.014285714,0.0,0.0,Oct,1,8,2.0,6.0,New_Visitor,False,False
101035,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,2,2,1.0,1.0,Returning_Visitor,False,False
110316,0,0.0,0,0.0,10,385.0,0.0,0.022222222,0.0,0.0,Dec,2,2,3.0,2.0,New_Visitor,True,False
102938,0,0.0,0,0.0,31,453.0,0.0,0.037634409,0.0,0.0,May,2,2,,1.0,Returning_Visitor,False,False
112156,2,21.0,6,182.7916667,82,1836.214249,0.004545455,,0.0,0.0,Dec,3,2,3.0,2.0,Returning_Visitor,False,False
101789,0,0.0,0,0.0,12,130.5,0.0,0.008333333,0.0,0.0,Mar,2,2,1.0,10.0,Returning_Visitor,False,False
108542,0,0.0,2,11.0,1,0.0,0.066666667,0.133333333,0.0,0.0,Nov,1,1,1.0,2.0,Returning_Visitor,False,False
110209,17,856.8333333,0,0.0,78,4716.572619,0.011494253,0.026155811,0.0,0.0,Dec,3,2,1.0,1.0,Returning_Visitor,True,False
111417,4,26.75,1,0.0,20,1029.25,0.021153846,0.03974359,0.0,0.0,Nov,1,1,,2.0,Returning_Visitor,False,False
109108,1,42.0,0,0.0,19,682.1333333,0.0,0.021666667,14.14050684,0.0,Dec,1,1,4.0,10.0,Returning_Visitor,False,False
108582,1,21.0,0,0.0,13,1474.5,0.0,0.016666667,69.46175766,0.0,Dec,2,2,4.0,3.0,Returning_Visitor,False,True
102616,0,,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,2,2,3.0,3.0,Returning_Visitor,False,True
104509,1,37.0,0,0.0,10,240.4166667,0.018181818,0.022727273,0.0,0.0,May,2,2,3.0,3.0,New_Visitor,True,False
100554,0,0.0,0,0.0,11,299.5,0.036363636,0.072727273,0.0,0.0,Mar,1,1,3.0,1.0,Returning_Visitor,False,False
110708,0,0.0,2,686.0,11,288.125,0.030769231,0.066666667,0.0,0.0,Dec,4,1,3.0,3.0,Returning_Visitor,False,False
103002,4,56.66666667,0,0.0,21,797.2952381,0.0,0.019875776,0.0,0.0,May,1,1,3.0,2.0,Returning_Visitor,False,False
102194,4,130.5,2,51.0,43,2265.529221,0.004,0.004,14.792,0.0,May,3,2,4.0,,Returning_Visitor,False,False
101377,0,0.0,0,0.0,15,1332.833333,0.014285714,0.005714286,0.0,0.0,Mar,2,5,4.0,2.0,Returning_Visitor,True,False
106006,6,1013.886667,1,378.8,8,230.28,0.0,0.02254902,13.86451214,0.0,Sep,2,2,3.0,2.0,Returning_Visitor,True,False
110012,0,0.0,0,0.0,23,709.75,0.029166667,0.043055556,0.0,0.0,Nov,2,2,1.0,2.0,Returning_Visitor,True,False
107654,0,0.0,1,37.2,37,2767.753333,0.005555556,0.015,0.0,0.0,Nov,2,2,2.0,2.0,Returning_Visitor,False,False
110996,9,354.2916667,0,0.0,79,4409.3,0.007228916,0.011546722,12.07905093,0.0,Nov,3,2,2.0,3.0,Returning_Visitor,False,True
102046,13,654.775,8,604.8,160,5349.563713,0.001142857,0.001799477,17.34893623,0.0,Mar,2,2,1.0,2.0,Returning_Visitor,True,True
101483,1,85.0,0,0.0,14,306.5,0.0,0.004444444,0.0,0.0,Mar,2,2,3.0,,Returning_Visitor,False,False
104492,3,48.0,0,0.0,10,129.5,0.0,0.018181818,0.0,0.0,May,2,5,9.0,4.0,Returning_Visitor,False,False
111050,0,,0,0.0,15,411.0833333,0.013333333,0.033333333,0.0,0.0,Nov,2,2,,3.0,Returning_Visitor,False,False
111738,0,0.0,0,0.0,87,4403.382777,0.002941176,0.011552302,0.0,0.0,Dec,2,2,6.0,2.0,Returning_Visitor,False,False
107437,1,36.3,0,0.0,1,0.0,0.053333333,0.093333333,0.0,0.0,Sep,3,2,3.0,6.0,Returning_Visitor,False,True
103238,1,260.0,0,0.0,11,198.1666667,0.0,0.008333333,0.0,0.0,May,2,2,9.0,2.0,New_Visitor,False,False
105296,2,59.0,1,94.0,21,1449.0,0.0,0.022727273,53.66290909,0.0,May,1,1,6.0,,Returning_Visitor,False,True
110120,8,52.5,0,0.0,33,2714.958333,0.0,0.02,18.16617631,0.0,Dec,2,2,7.0,1.0,Returning_Visitor,False,False
100624,0,0.0,0,0.0,6,13.0,0.133333333,0.166666667,0.0,0.0,Mar,2,2,1.0,3.0,,False,False
109032,9,189.1098485,3,39.0,73,3059.013889,0.012345679,0.024897119,16.74209908,0.0,Nov,2,2,3.0,2.0,Returning_Visitor,True,True
106129,0,0.0,0,0.0,12,797.84,0.0,0.018181818,0.0,0.0,Aug,2,2,,4.0,Returning_Visitor,False,False
104790,0,0.0,1,25.0,8,388.0,0.025,0.033333333,0.0,0.6,May,2,5,3.0,2.0,New_Visitor,False,False
108350,22,438.3309524,3,703.5,178,6241.687398,0.002878526,0.016885589,2.038399449,0.0,Nov,2,2,1.0,10.0,Returning_Visitor,False,True
105738,1,5.5,0,0.0,103,1955.168685,0.015359477,0.037057104,0.0,0.0,June,2,2,9.0,13.0,Returning_Visitor,True,False
104694,5,46.0,1,0.0,61,867.4642857,0.000585938,0.028052083,0.0,0.8,May,2,2,1.0,3.0,Returning_Visitor,False,False
104477,1,18.0,0,0.0,15,272.3333333,0.0,0.036666667,0.0,0.6,May,2,2,3.0,3.0,Returning_Visitor,False,False
104178,2,143.8,1,0.0,6,90.75,0.022222222,0.055555556,0.0,0.0,May,3,2,8.0,3.0,Returning_Visitor,False,False
108060,4,49.5,0,0.0,4,180.5,0.028571429,0.028571429,0.0,0.0,Dec,3,2,6.0,10.0,Returning_Visitor,False,False
111748,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Nov,1,1,3.0,3.0,Returning_Visitor,False,False
103439,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.6,May,3,2,3.0,13.0,Returning_Visitor,False,False
100084,0,,0,0.0,12,375.0,0.016666667,0.058333333,0.0,0.0,Feb,3,2,4.0,1.0,Returning_Visitor,False,False
110980,0,0.0,6,129.125,47,1117.642857,0.00754717,,0.0,0.0,Dec,1,1,1.0,2.0,Returning_Visitor,False,False
108684,7,190.4375,0,0.0,60,1967.780163,0.003809524,,2.627347196,0.0,Dec,3,2,8.0,10.0,Returning_Visitor,True,True
105934,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Sep,2,2,1.0,1.0,Returning_Visitor,True,False
110595,0,0.0,0,0.0,82,3247.433333,0.002439024,0.012804878,0.0,0.0,Nov,2,2,1.0,2.0,Returning_Visitor,False,False
110692,0,,0,0.0,5,23.0,0.12,0.16,0.0,0.0,Dec,1,1,1.0,3.0,Returning_Visitor,False,False
111726,1,32.25,0,0.0,18,434.5833333,0.011764706,0.011764706,0.0,0.0,Dec,3,2,,2.0,Returning_Visitor,False,False
104082,3,90.51111111,0,0.0,24,669.9166667,0.0,0.002777778,0.0,0.0,May,2,2,4.0,3.0,New_Visitor,False,False
108125,0,0.0,0,0.0,7,197.0,0.028571429,0.042857143,0.0,0.0,Dec,3,2,9.0,2.0,Returning_Visitor,False,False
103866,5,129.5,0,0.0,33,982.0,0.0,0.005882353,0.0,0.0,May,2,5,2.0,4.0,Returning_Visitor,True,False
101227,0,0.0,2,445.0,38,996.5166667,0.000854701,0.016544567,0.0,0.0,Mar,2,2,3.0,2.0,Returning_Visitor,False,False
102081,3,223.0,1,24.0,27,1460.566667,0.0,0.006666667,0.0,0.0,Mar,2,2,8.0,2.0,New_Visitor,True,False
100401,2,47.0,0,0.0,39,1743.366667,0.0,0.016410256,78.93483561,0.0,Mar,3,3,2.0,1.0,Returning_Visitor,False,True
102220,6,89.0,3,12.0,75,5378.045851,0.02013261,,4.374401266,0.2,May,2,2,8.0,3.0,Returning_Visitor,False,True
100679,1,13.0,0,0.0,15,317.0,0.0,0.006666667,0.0,0.0,Mar,2,2,1.0,2.0,New_Visitor,True,False
101071,0,0.0,0,0.0,9,210.0,0.044444444,0.055555556,0.0,0.0,Mar,1,1,3.0,,Returning_Visitor,False,False
103128,0,0.0,2,193.25,106,5633.538274,0.008878505,0.017232253,0.0,1.0,May,3,2,8.0,2.0,Returning_Visitor,True,False
103947,0,0.0,1,222.0,25,1545.833333,0.007692308,,0.0,0.0,May,2,4,1.0,2.0,Returning_Visitor,False,False
103699,0,0.0,0,0.0,16,2515.1,0.053571429,0.070238095,0.0,0.0,May,3,2,2.0,3.0,Returning_Visitor,False,False
103089,0,0.0,0,0.0,3,36.0,0.0,0.066666667,0.0,0.0,May,2,7,3.0,11.0,Returning_Visitor,True,False
100505,1,23.0,0,0.0,27,1058.893939,0.0,0.010493827,1.865777778,0.0,Mar,2,2,3.0,13.0,Returning_Visitor,False,False
110650,0,0.0,0,0.0,9,205.0833333,0.0,0.044444444,0.0,0.0,Dec,2,2,7.0,2.0,Returning_Visitor,False,False
108161,1,,0,0.0,79,1319.547421,0.005128205,0.00962556,0.0,0.0,Nov,1,1,1.0,3.0,Returning_Visitor,False,True
111468,1,14.0,0,0.0,7,170.75,0.0,0.025,0.0,0.0,Nov,1,1,1.0,2.0,New_Visitor,False,False
107721,3,83.8,0,0.0,20,798.3,0.0,,0.0,0.0,Nov,1,1,1.0,3.0,Returning_Visitor,False,False
108545,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Nov,3,2,3.0,3.0,Returning_Visitor,False,False
103141,2,70.0,0,0.0,11,714.5,0.014285714,0.028571429,0.0,0.0,May,2,2,2.0,6.0,Returning_Visitor,True,False
106315,0,,0,0.0,7,296.7666667,0.0,,0.0,0.0,Aug,1,8,7.0,,Returning_Visitor,False,False
103235,2,93.0,3,808.5,33,1310.472222,0.018518519,0.044312169,0.0,0.4,May,2,2,6.0,4.0,Returning_Visitor,False,False
106048,1,14.2,2,133.0,13,825.7990476,0.04,0.041666667,14.8397824,0.0,Nov,3,2,4.0,2.0,Returning_Visitor,False,False
108073,0,0.0,0,0.0,15,372.0833333,0.0,0.04,0.0,0.0,Nov,2,2,1.0,2.0,New_Visitor,True,False
103889,8,157.0,4,60.0,24,1192.5,0.015151515,0.033760684,5.689554113,0.0,May,2,2,1.0,7.0,Returning_Visitor,False,False
100636,8,166.2,5,371.0,23,626.2213675,0.004444444,0.008888889,0.0,0.0,Mar,1,1,8.0,3.0,Returning_Visitor,False,False
103784,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,3,2,1.0,,Returning_Visitor,False,False
107053,2,141.6,0,0.0,10,728.18,0.018181818,0.065367965,14.28629744,0.0,Sep,3,2,1.0,1.0,Returning_Visitor,True,False
106010,4,206.25,0,0.0,16,572.65,0.0,0.011111111,10.17711218,0.0,Sep,3,2,1.0,4.0,Returning_Visitor,True,True
101105,0,,0,0.0,1,67.0,0.1,0.133333333,0.0,0.0,Mar,3,3,1.0,3.0,Returning_Visitor,False,True
110306,1,33.5,0,0.0,15,710.25,0.0,0.011111111,0.0,0.0,Dec,2,10,1.0,8.0,New_Visitor,False,False
109166,1,76.75,0,0.0,33,1356.458333,0.0,0.020833333,0.0,0.0,Nov,2,2,1.0,10.0,Returning_Visitor,True,False
104494,8,674.0,0,0.0,18,1090.533333,0.008695652,0.026086957,69.2786087,0.0,May,2,2,1.0,4.0,Returning_Visitor,False,True
104595,2,31.33333333,2,51.0,19,523.7350649,0.002,0.025141026,0.0,0.0,May,3,2,8.0,3.0,Returning_Visitor,True,False
106886,7,,4,256.0666667,125,3674.803673,0.023134328,0.032705748,5.613708292,0.0,Aug,3,2,3.0,13.0,Returning_Visitor,False,False
111575,10,720.5,2,88.725,220,10580.34479,0.004767742,0.022140924,0.0,0.0,Nov,2,2,1.0,1.0,Returning_Visitor,False,False
105885,0,0.0,0,0.0,3,0.0,0.2,0.2,0.0,0.0,Aug,1,1,3.0,4.0,Returning_Visitor,False,False
108164,0,0.0,0,0.0,14,267.25,0.0,0.021428571,0.0,0.0,Nov,3,2,1.0,11.0,New_Visitor,True,False
106182,3,73.6,0,0.0,10,104.95,0.0,0.001851852,0.0,0.0,Oct,3,2,3.0,2.0,Returning_Visitor,True,False
100846,4,64.33333333,1,13.0,27,1433.916667,0.0,,3.691344828,0.0,Mar,1,4,1.0,8.0,New_Visitor,False,True
110579,0,0.0,0,0.0,55,946.3636364,0.010909091,0.025454545,0.0,0.0,Nov,2,2,6.0,1.0,Returning_Visitor,True,False
103430,12,316.55,3,221.0,67,1564.444444,0.002631579,0.022549176,1.089771303,0.0,May,2,2,4.0,3.0,Returning_Visitor,False,False
103710,0,0.0,0,0.0,4,81.0,0.0,0.05,0.0,0.4,May,2,4,2.0,4.0,Returning_Visitor,False,False
102032,13,241.7666667,0,0.0,12,255.3,0.002,0.036666667,0.0,0.0,Mar,2,2,8.0,,Returning_Visitor,False,False
105681,0,0.0,0,0.0,9,140.2,0.0,0.044444444,0.0,0.0,Sep,2,2,9.0,2.0,New_Visitor,True,False
103702,0,0.0,0,0.0,8,388.5,0.0,0.014285714,0.0,0.0,May,3,2,6.0,4.0,Returning_Visitor,False,False
109955,0,,0,0.0,26,548.2678571,0.024,0.046666667,0.0,0.0,Nov,1,2,6.0,2.0,Returning_Visitor,False,False
104052,0,0.0,0,0.0,4,108.0,0.0,0.05,0.0,0.8,May,3,2,3.0,2.0,Returning_Visitor,False,False
102177,0,0.0,0,0.0,1,643.0,0.133333333,0.15,0.0,0.0,May,2,2,1.0,5.0,Returning_Visitor,False,False
108822,0,0.0,0,0.0,21,1535.0,0.01,,0.0,0.0,Nov,2,2,7.0,3.0,Returning_Visitor,False,False
105710,5,265.0433333,1,0.0,38,1712.776667,0.013333333,0.040833333,0.0,0.0,Aug,2,2,,1.0,Returning_Visitor,False,False
102677,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,2,2,3.0,,Returning_Visitor,False,False
110038,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Dec,3,2,6.0,1.0,Returning_Visitor,False,False
112042,0,0.0,0,0.0,9,386.25,0.0,0.022222222,0.0,0.0,Dec,3,2,6.0,,New_Visitor,False,False
107002,0,0.0,0,0.0,5,137.0,0.0,0.04,0.0,0.0,Oct,2,4,9.0,2.0,Returning_Visitor,False,False
103147,7,84.55,0,0.0,48,805.0992979,0.0,0.031196581,8.781144231,0.0,May,2,2,,2.0,Returning_Visitor,False,False
108417,6,276.0,0,0.0,24,1021.2,0.014285714,0.022619048,82.4326349,0.0,Dec,1,1,3.0,1.0,,True,False
105867,0,0.0,0,0.0,28,403.8333333,0.017857143,0.029829932,0.0,0.0,Jul,1,1,6.0,4.0,Returning_Visitor,False,False
108009,0,0.0,0,0.0,28,4446.625,0.030952381,0.07047619,0.0,0.0,Nov,2,5,1.0,3.0,Returning_Visitor,False,False
100557,4,34.0,0,0.0,46,627.3083333,0.0,0.004166667,0.0,0.0,Mar,2,2,7.0,8.0,New_Visitor,False,False
104154,4,94.0,0,0.0,34,1159.666667,0.005714286,0.019142857,16.12416,0.0,May,1,8,1.0,4.0,Returning_Visitor,False,False
112253,0,0.0,0,0.0,24,1010.25,0.008333333,0.016666667,31.81967723,0.0,Dec,3,2,8.0,2.0,Returning_Visitor,False,True
103975,0,0.0,0,0.0,14,207.1666667,0.042857143,,0.0,0.6,May,2,2,7.0,11.0,Returning_Visitor,False,False
105244,1,10.0,2,34.0,22,367.3761905,0.0,0.011038961,0.0,0.0,May,1,1,4.0,6.0,Returning_Visitor,True,False
100697,7,60.0,3,23.0,111,2524.501905,0.001694915,0.018834175,6.445051499,0.0,Mar,3,2,,,Returning_Visitor,True,False
102215,6,91.98484848,3,58.95238095,54,2407.322811,0.003448276,0.010418719,0.0,0.0,May,3,2,3.0,4.0,Returning_Visitor,False,False
108237,0,0.0,0,0.0,4,562.0,0.075,0.1,0.0,0.0,Dec,3,2,3.0,13.0,Returning_Visitor,False,False
102967,0,0.0,0,0.0,24,674.5,0.041666667,0.0625,0.0,1.0,May,3,3,3.0,4.0,Returning_Visitor,True,False
104763,2,37.0,0,0.0,8,603.0,0.014285714,0.033333333,0.0,0.0,May,2,2,6.0,4.0,Returning_Visitor,False,False
107587,0,0.0,0,0.0,11,650.1666667,0.036363636,,0.0,0.0,Oct,1,1,6.0,1.0,Returning_Visitor,False,False
101356,0,0.0,0,0.0,2,27.0,0.0,0.1,0.0,0.0,Mar,4,1,4.0,2.0,Returning_Visitor,False,False
109183,0,0.0,2,34.0,144,5485.017857,0.005517241,0.0165084,0.0,0.0,Nov,2,2,1.0,13.0,Returning_Visitor,False,False
108266,0,0.0,0,0.0,8,428.5,0.025,0.0375,0.0,0.0,Dec,2,2,1.0,2.0,Returning_Visitor,True,False
101880,0,0.0,0,0.0,10,1656.666667,0.06,0.1,0.0,0.0,Mar,4,2,1.0,3.0,Returning_Visitor,False,False
106267,7,,0,0.0,26,349.1166667,0.006060606,0.023484848,39.41924911,0.0,Aug,2,4,3.0,4.0,Returning_Visitor,False,False
106758,12,430.1570175,14,622.4,85,3684.855282,0.000934579,,34.45943549,0.0,Nov,3,2,1.0,2.0,Returning_Visitor,True,False
106872,8,196.55,0,0.0,27,422.5333333,0.0,0.009195402,0.0,0.0,Sep,2,4,1.0,2.0,Returning_Visitor,False,False
111699,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Dec,2,2,5.0,1.0,Returning_Visitor,False,False
110083,2,9.0,1,0.0,106,6617.791228,0.009047619,0.026412307,1.777492546,0.0,Nov,3,2,1.0,1.0,Returning_Visitor,True,True
105125,1,20.0,0,0.0,0,0.0,0.0,0.066666667,0.0,0.0,May,3,2,1.0,4.0,Returning_Visitor,False,False
100023,0,0.0,0,0.0,3,105.0,0.0,0.033333333,0.0,0.0,Feb,3,2,1.0,5.0,Returning_Visitor,False,False
103776,0,0.0,0,0.0,5,50.0,0.16,0.18,0.0,0.4,May,1,2,2.0,4.0,Returning_Visitor,False,False
109119,0,0.0,1,9.0,48,1512.75,0.004081633,0.033469388,0.0,0.0,Nov,2,2,1.0,2.0,Returning_Visitor,False,True
108349,0,,0,0.0,89,3480.811706,0.002247191,0.014700375,0.0,0.0,Nov,4,2,1.0,,Returning_Visitor,True,False
105112,8,274.5,0,0.0,129,5883.040509,0.003076923,0.008735669,0.0,0.0,May,1,1,6.0,2.0,,False,False
101531,1,47.5,0,0.0,15,1330.3,0.0,0.005128205,0.0,0.0,Mar,2,4,,10.0,Returning_Visitor,False,False
100229,0,0.0,0,0.0,16,2337.0,0.0,0.013333333,17.76266667,0.0,Mar,2,2,1.0,1.0,Returning_Visitor,False,True
100943,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,1,1,7.0,2.0,Returning_Visitor,True,False
111816,5,103.875,0,0.0,6,81.375,0.0,0.025,0.0,0.0,Dec,1,1,3.0,2.0,Returning_Visitor,True,False
104521,2,17.0,2,23.0,70,2218.276547,0.018,0.035693651,5.185165143,0.8,May,3,2,3.0,2.0,Returning_Visitor,False,False
110837,0,0.0,0,0.0,3,120.5,0.0,0.066666667,0.0,0.0,Nov,2,2,3.0,1.0,Other,True,False
103757,1,18.0,1,16.0,33,504.0,0.006060606,0.033333333,0.0,0.0,May,2,4,1.0,4.0,Returning_Visitor,False,False
108015,0,0.0,0,0.0,12,410.25,0.0,0.016666667,0.0,0.0,Nov,2,2,3.0,2.0,Returning_Visitor,False,False
109388,0,0.0,0,0.0,30,4262.966667,0.0,,65.29516039,0.0,Dec,2,10,7.0,1.0,Returning_Visitor,True,True
110151,0,0.0,0,0.0,58,1599.5,0.0,0.007142857,0.0,0.0,Nov,4,2,1.0,3.0,Returning_Visitor,False,False
101761,0,0.0,0,0.0,12,547.3333333,0.0,0.033333333,0.0,0.0,Mar,2,2,1.0,3.0,Returning_Visitor,False,False
112290,0,,0,0.0,3,88.5,0.0,0.033333333,0.0,0.0,Nov,3,2,1.0,3.0,Returning_Visitor,True,True
107077,0,0.0,0,0.0,22,347.6666667,0.021212121,0.059848485,0.0,0.0,June,4,1,1.0,3.0,Returning_Visitor,False,False
109770,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Dec,2,2,2.0,1.0,Returning_Visitor,False,False
103646,0,0.0,0,0.0,3,62.0,0.1,0.125,0.0,0.8,May,3,2,1.0,13.0,Returning_Visitor,False,False
108719,2,14.75,0,0.0,32,839.4305556,0.012903226,0.028602151,13.91276554,0.0,Nov,2,2,6.0,1.0,Returning_Visitor,False,True
111467,0,0.0,0,0.0,3,81.75,0.0,0.033333333,0.0,0.0,Dec,3,2,3.0,6.0,Returning_Visitor,False,False
107159,1,38.2,1,9.0,21,1290.5,0.0,0.0,86.12351528,0.0,Nov,2,2,9.0,2.0,,False,True
106956,0,0.0,0,0.0,7,138.8733333,0.0,0.0,179.307293,0.0,Nov,2,2,4.0,2.0,New_Visitor,True,True
109780,0,0.0,0,0.0,35,806.125,0.012121212,0.024444444,0.0,0.0,Nov,1,1,4.0,2.0,Returning_Visitor,False,False
107422,3,343.0666667,0,0.0,63,1108.369762,0.0,0.002786596,7.826836353,0.0,Aug,2,10,1.0,2.0,Returning_Visitor,False,True
103450,1,0.0,0,0.0,23,975.75,0.0,0.05030303,16.197,0.0,May,2,2,6.0,6.0,Returning_Visitor,True,False
111200,1,52.5,0,0.0,162,3608.432937,0.001242236,0.004347826,54.0486956,0.0,Nov,2,2,7.0,2.0,New_Visitor,False,True
100053,0,0.0,0,0.0,2,29.0,0.0,0.1,0.0,1.0,Feb,2,4,4.0,2.0,Returning_Visitor,True,False
106317,1,94.8,0,0.0,6,223.1,0.0,0.00952381,0.0,0.0,Sep,5,11,8.0,14.0,Returning_Visitor,False,False
104483,1,0.0,0,0.0,31,1282.0,0.03125,0.05,0.0,0.8,May,2,2,6.0,3.0,Returning_Visitor,False,False
107106,0,0.0,0,0.0,74,1146.469048,0.021621622,0.031306306,0.408238132,0.0,Nov,2,2,,1.0,Returning_Visitor,False,False
110103,7,135.2,5,430.3333333,68,3974.534501,0.013513514,0.019008442,0.0,0.0,Nov,3,2,1.0,13.0,Returning_Visitor,True,False
110691,0,0.0,0,0.0,8,497.25,0.016666667,0.025,0.0,0.0,Dec,1,8,3.0,1.0,Returning_Visitor,True,False
100547,0,0.0,0,0.0,3,19.0,0.0,0.066666667,0.0,0.0,Mar,2,4,1.0,1.0,Returning_Visitor,True,False
105634,6,63.68333333,0,0.0,8,129.7611111,0.017857143,0.068923933,0.0,0.0,June,3,2,3.0,3.0,Returning_Visitor,False,False
103363,0,0.0,0,0.0,6,600.0,0.0,0.033333333,0.0,0.0,May,1,1,4.0,3.0,Returning_Visitor,False,False
111447,11,281.3333333,0,0.0,41,1167.95,0.0,0.011347518,7.907379545,0.0,Nov,1,1,3.0,2.0,New_Visitor,True,True
107156,1,30.7,0,0.0,33,1148.333333,0.0,0.020833333,0.0,0.0,Aug,2,5,6.0,1.0,Returning_Visitor,False,False
107637,0,0.0,0,0.0,39,835.6809524,0.032478632,0.028162393,0.0,0.0,Jul,1,1,6.0,3.0,Returning_Visitor,False,False
107087,8,101.8511111,4,161.9666667,52,591.1542063,0.0,0.011448413,8.052496178,0.0,Jul,2,2,,3.0,Returning_Visitor,False,False
104872,3,604.5,6,75.66666667,50,2387.435714,0.019393939,0.037838384,0.0,1.0,May,1,1,3.0,15.0,Returning_Visitor,True,False
107832,0,0.0,0,0.0,54,941.4666667,0.0,0.003773585,26.67428219,0.0,Aug,4,5,1.0,1.0,Returning_Visitor,False,True
108960,0,0.0,0,0.0,8,29.16666667,0.0,0.1,0.0,0.0,Dec,2,2,3.0,2.0,Returning_Visitor,False,False
102197,0,0.0,0,0.0,6,103.0,0.0,0.05,0.0,0.6,May,2,10,1.0,3.0,Returning_Visitor,False,False
106702,0,0.0,0,0.0,14,317.0666667,0.035714286,0.05,0.0,0.0,Aug,1,1,9.0,,Returning_Visitor,False,False
105554,0,0.0,0,0.0,11,287.5,0.0,0.027272727,0.0,0.0,Oct,2,4,2.0,1.0,Returning_Visitor,False,False
103169,4,97.0,0,0.0,22,739.5833333,0.009090909,0.006060606,0.0,0.0,May,1,1,6.0,4.0,New_Visitor,True,False
105543,2,21.0,0,0.0,25,278.1366667,0.0,,77.4579855,0.0,Nov,2,2,7.0,2.0,,False,False
105223,4,183.0,3,48.0,34,2141.4,0.005405405,0.021621622,0.0,0.0,May,2,2,1.0,4.0,Returning_Visitor,True,False
